DOI,Title,journal,doc_type,url,authors,Date_Received,Date_Accepted,Date_online,Acceptance_Time,Countries
https://doi.org/10.1016/S0262-4079(20)30267-0,Spider smarts,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920302670,David Robson,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(20)31109-X,Life beneath an icy moon,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S026240792031109X,Kevin Hand,2013-11-29,2015-01-26,2015-01-26,424 days 00:00:00.000000000,"{'Spain', 'Japan', 'Germany', 'United States', 'Hungary'}"
https://doi.org/10.1016/S0262-4079(20)30935-0,Kelp is on the way,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920309350,Michael Marshall,2019-09-11,2020-06-10,2020-07-02,274 days 00:00:00.000000000,"{'Australia', 'Ireland'}"
https://doi.org/10.1016/S0262-4079(20)31211-2,Rethinking gravity,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920312112,Claudia de Rham,2018-07-10,2019-05-22,2019-08-22,317 days 00:00:00.000000000,"{'United Kingdom', 'Spain', 'unknown'}"
https://doi.org/10.1016/S0262-4079(20)31005-8,VIRUS ON THE BRAIN,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920310058,Jessica Hamzelou,2020-04-02,2020-06-26,2020-07-20,86 days 00:00:00.000000000,{'Spain'}
https://doi.org/10.1016/S0262-4079(20)30461-9,Lost in the wild,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920304619,Michael Bond,2019-12-04,2020-06-25,2020-07-23,205 days 00:00:00.000000000,{'Germany'}
https://doi.org/10.1016/S0262-4079(20)30691-6,Becoming Human,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920306916,Graham Lawton,2019-10-07,2019-12-12,2020-07-23,67 days 00:00:00.000000000,"{'Italy', 'unknown'}"
https://doi.org/10.1016/S0262-4079(20)30555-8,Gotta run?,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920305558,Steve Haake,2014-04-10,2014-07-21,2014-10-09,103 days 00:00:00.000000000,{'United States'}
https://doi.org/10.1016/S0262-4079(20)30313-4,Finding our place in the universe,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920303134,Richard Webb,2016-07-08,2018-04-06,2019-10-28,638 days 00:00:00.000000000,{'unknown'}
https://doi.org/10.1016/S0262-4079(20)30268-2,Making history,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920302682,Joshua Howgego,2020-02-17,2020-07-02,2020-07-20,137 days 00:00:00.000000000,{'United States'}
https://doi.org/10.1016/S0262-4079(20)30567-4,Q & A,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920305674,Urbasi Sinha,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(20)30462-0,An antimatter of patience,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920304620,Richard Webb,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(20)30410-3,The secrets of stress-free living,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920304103,Helen Thomson,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(20)30232-3,Q & A,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920302323,Julie Sze,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(20)31252-5,The Bots of War,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920312525,Kenneth Payne,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(20)31074-5,Witness to the misbehaving mind,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920310745,Clare Wilson,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(20)31292-6,Feeling the heat,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920312926,Adam Vaughan,2020-02-27,2020-06-08,2020-06-30,103 days 00:00:00.000000000,{'Germany'}
https://doi.org/10.1016/S0262-4079(20)31212-4,Soft-winged sentinels,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920312124,Madeleine Finlay,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(20)30175-5,Asteroid alert!,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920301755,Leah Crane,2030-12-12,2030-12-12,2013-04-29,,{'United States'}
https://doi.org/10.1016/S0262-4079(20)30773-9,Creatures of the abyss,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920307739,Helen Scales,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(20)30692-8,Taking down covid-19,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920306928,Carrie Arnold,2020-06-06,2020-06-23,2020-07-16,18 days 00:00:00.000000000,"{'United Kingdom', 'Spain', 'Italy', 'unknown', 'Switzerland'}"
https://doi.org/10.1016/S0262-4079(20)30600-X,Race for a vaccine,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S026240792030600X,Carrie Arnold,2030-12-12,2030-12-12,2020-07-22,,"{'United Kingdom', 'Bangladesh', 'Pakistan', 'unknown', 'United States'}"
https://doi.org/10.1016/S0262-4079(20)30314-6,The curious case of the stolen dino-swan,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920303146,John Pickrell,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(20)30422-X,Q & A,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S026240792030422X,Elisabeth Bik,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(20)30411-5,The food revolution starts here,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920304115,Graham Lawton,2030-12-12,2030-12-12,2017-04-27,,{'United States'}
https://doi.org/10.1016/S0262-4079(20)30774-0,On the one hand…,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920307740,Hayley Bennett,2019-10-16,2020-01-14,2020-02-05,91 days 00:00:00.000000000,"{'Denmark', 'United Kingdom', 'Netherlands'}"
https://doi.org/10.1016/S0262-4079(20)31075-7,Here be giants,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920310757,Colin Barras,2020-02-12,2020-05-26,2020-06-30,105 days 00:00:00.000000000,"{'China', 'Japan', 'Thailand'}"
https://doi.org/10.1016/S0262-4079(20)30609-6,Q & A,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920306096,Kate Darling,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(20)31293-8,A revolution in the offing,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920312938,Dan Hooper,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(20)30936-2,Under pressure,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920309362,Peter Judge,2020-03-31,2020-07-02,2020-07-23,94 days 00:00:00.000000000,{'Spain'}
https://doi.org/10.1016/S0262-4079(20)31249-5,How to sit,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920312495,Herman Pontzer and David Raichlen,2030-12-12,2030-12-12,2030-12-12,,"{'Moldova, Republic of', 'Kenya', 'unknown'}"
https://doi.org/10.1016/S0262-4079(20)31213-6,What makes a criminal?,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920312136,Dan Jones,2020-05-15,2020-07-07,2020-07-10,54 days 00:00:00.000000000,"{'South Africa', 'United Kingdom'}"
https://doi.org/10.1016/S0262-4079(20)31006-X,Lost meteorites of the Antarctic,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S026240792031006X,Joshua Howgego,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(20)30221-9,"Reality: The Harder We Look, The Less Real it Seems",New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920302219,Joshua Howgego,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(20)30451-6,Science careers prove long and fulfilling,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920304516,New Scientist,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(20)30556-X,Number crunch,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S026240792030556X,Edd Gent,2019-07-29,2020-03-25,2020-03-29,241 days 00:00:00.000000000,{'Australia'}
https://doi.org/10.1016/S0262-4079(20)30412-7,In hot water,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920304127,Sofia Deleniv,2030-12-12,2030-12-12,2020-07-23,,{'Czechia'}
https://doi.org/10.1016/S0262-4079(20)30315-8,Behind the smile,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920303158,Emma Young,2019-12-19,2020-06-10,2020-07-04,175 days 00:00:00.000000000,{'Ireland'}
https://doi.org/10.1016/S0262-4079(20)30222-0,What you experience may not exist. Inside the strange truth of reality,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920302220,Alison George,2019-09-17,2020-06-20,2020-07-21,278 days 00:00:00.000000000,"{'Croatia', 'United Kingdom', 'Ireland', 'Slovenia'}"
https://doi.org/10.1016/S0262-4079(20)30137-8,Q & A,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920301378,Kathryn Sullivan,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(20)30828-9,Q & A,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920308289,Madeleine Goumas,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(20)30557-1,Ten years to save the world,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920305571,Rowan Hooper,2012-04-19,2013-01-29,2013-03-12,286 days 00:00:00.000000000,{'Italy'}
https://doi.org/10.1016/S0262-4079(20)31214-8,"Climate change? Yes, we can.",New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920312148,Mark Maslin,2019-06-12,2019-10-07,2019-11-01,118 days 00:00:00.000000000,{'Germany'}
https://doi.org/10.1016/S0262-4079(20)30223-2,Meet your long-lost ancestors,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920302232,Colin Barras,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(20)30897-6,Shielded from harm,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920308976,Carrie Arnold,2030-12-12,2030-12-12,2020-05-08,,{'unknown'}
https://doi.org/10.1016/S0262-4079(20)30873-3,Q & A,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920308733,Alice Gorman,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(20)30598-4,The civilisation that time forgot,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920305984,David Robson,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(20)30655-2,Q & A,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920306552,John Troyer,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(20)30518-2,Q & A,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920305182,Siena Castellon,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(20)30817-4,Causing trouble,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920308174,Ciarán Gilligan-Lee,2030-12-12,2030-12-12,2030-12-12,,{'China'}
https://doi.org/10.1016/S0262-4079(20)31040-X,Have we got the universe right?,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S026240792031040X,Jim Peebles,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(20)31041-1,Accounting for nature,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920310411,Adam Vaughan,2006-03-08,2006-03-28,2006-03-28,21 days 00:00:00.000000000,{'Australia'}
https://doi.org/10.1016/S0262-4079(20)30741-7,Q & A,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920307417,Justine Dossa,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(20)30644-8,Reality in the making,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920306448,Philip Ball,2019-07-20,2020-03-23,2020-07-13,248 days 00:00:00.000000000,{'Brazil'}
https://doi.org/10.1016/S0262-4079(20)30276-1,Q & A,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920302761,Suzi Gage,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(20)30862-9,An uncommon cold,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920308629,Anthony King,2030-12-12,2030-12-12,2020-07-22,,{'Italy'}
https://doi.org/10.1016/S0262-4079(20)30591-1,THE TRUTH ABOUT EQUALITY IN STEM,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920305911,New Scientist,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(20)30127-5,The hole truth,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920301275,David Adam,2019-08-27,2019-11-12,2019-12-09,78 days 00:00:00.000000000,"{'China', 'Hong Kong'}"
https://doi.org/10.1016/S0262-4079(20)30971-4,In perfect balance,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920309714,David Raubenheimer and Stephen Simpson,2019-10-05,2020-05-18,2020-05-18,227 days 00:00:00.000000000,{'Kazakhstan'}
https://doi.org/10.1016/S0262-4079(20)30898-8,A new kind of sound,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920308988,Bethan Ackerley,2020-02-13,2020-04-08,2020-04-10,56 days 00:00:00.000000000,{'China'}
https://doi.org/10.1016/S0262-4079(20)30701-6,Q & A,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920307016,James Danckert,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(20)30599-6,Not so waspish,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920305996,Richard Jones,2030-12-12,2030-12-12,2030-12-12,,set()
https://doi.org/10.1016/S0262-4079(20)31042-3,Once bitten,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920310423,Chelsea Whyte,2019-12-19,2020-03-09,2020-03-12,82 days 00:00:00.000000000,{'Japan'}
https://doi.org/10.1016/S0262-4079(20)30507-8,What does space look like?,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920305078,Leah Crane,2030-12-12,2030-12-12,2019-07-08,,{'unknown'}
https://doi.org/10.1016/S0262-4079(20)30818-6,Every dog has its day,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920308186,Elle Hunt,2020-02-14,2020-06-16,2020-06-30,124 days 00:00:00.000000000,{'United States'}
https://doi.org/10.1016/S0262-4079(20)31107-6,Stick to the plan,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920311076,Graham Lawton,2030-12-12,2030-12-12,2020-07-03,,{'China'}
https://doi.org/10.1016/S0262-4079(20)31175-1,Dominate or influence?,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920311751,Emma Young,2030-12-12,2030-12-12,2020-07-23,,{'United States'}
https://doi.org/10.1016/S0262-4079(20)30972-6,Journey to the end of the universe,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920309726,Leah Crane,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(20)30730-2,Welcome to the antiverse,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920307302,Jon Cartwright,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(20)30863-0,How the turtle got its shell,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920308630,Riley Black,2030-12-12,2030-12-12,2030-12-12,,
https://doi.org/10.1016/S0262-4079(20)31140-4,Body consciousness,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920311404,Laura Spinney,2030-12-12,2030-12-12,2020-07-18,,{'Poland'}
https://doi.org/10.1016/S0262-4079(20)30819-8,Maintaining mental health in the time of coronavirus,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920308198,Moya Sarner,2030-12-12,2030-12-12,2030-12-12,,{'Canada'}
https://doi.org/10.1016/S0262-4079(20)30509-1,An evolution in cancer treatment,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920305091,Clare Wilson,2020-05-22,2020-06-25,2020-07-20,35 days 00:00:00.000000000,{'United Kingdom'}
https://doi.org/10.1016/S0262-4079(20)31108-8,"Containing a pandemic, step by step",New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920311088,Adam Kucharski,2019-05-04,2019-06-25,2019-06-25,53 days 00:00:00.000000000,{'United States'}
https://doi.org/10.1016/S0262-4079(20)31176-3,The climate fight after coronavirus,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920311763,Adam Vaughan,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(20)30470-X,Q & A,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S026240792030470X,Christopher Medina-Kirchner,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(20)30265-7,Who invented the ABCs?,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920302657,Colin Barras,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(19)32442-X,Winter wonderland,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S026240791932442X,Claire Ainsworth,2030-12-12,2030-12-12,2030-12-12,,{'United States'}
https://doi.org/10.1016/S0262-4079(19)32374-7,How to think about… INTELLIGENCE,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407919323747,Alison George,2030-12-12,2030-12-12,2019-09-15,,{'United Kingdom'}
https://doi.org/10.1016/S0262-4079(20)30173-1,Rethinking mental health,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920301731,Dan Jones,2030-12-12,2030-12-12,2030-12-12,,{'United States'}
https://doi.org/10.1016/S0262-4079(19)32168-2,Zero carbon's hard problem,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407919321682,Adam Vaughan,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(19)31774-9,What is consciousness?,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407919317749,Michael Graziano,2019-11-26,2020-07-14,2020-07-20,232 days 00:00:00.000000000,{'Turkey'}
https://doi.org/10.1016/S0262-4079(19)32318-8,Driver of disorder,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407919323188,Michael Brooks,2020-05-06,2020-07-13,2020-07-22,69 days 00:00:00.000000000,{'United States'}
https://doi.org/10.1016/S0262-4079(19)32443-1,The secret life of truffles,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407919324431,Alison George,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(19)32128-1,Q & A,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407919321281,Henning Beck,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(20)31137-4,Fairy tale research,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920311374,Chris Stokel-Walker,2019-05-26,2019-09-02,2019-10-28,100 days 00:00:00.000000000,"{""Korea, Democratic People's Republic of""}"
https://doi.org/10.1016/S0262-4079(19)32280-8,Q & A,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407919322808,Jeffrey Hangst,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(20)30040-3,Q & A,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920300403,Jill Tarter,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(19)31775-0,"I want to break the cycle, not indoctrinate",New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407919317750,Graham Lawton,2018-06-23,2018-12-20,2019-01-10,181 days 00:00:00.000000000,{'France'}
https://doi.org/10.1016/S0262-4079(20)30077-4,Welcome to the virosphere,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920300774,Jonathan R. Goodman,2030-12-12,2030-12-12,2017-07-17,,"{'Finland', 'United Kingdom', 'unknown'}"
https://doi.org/10.1016/S0262-4079(19)31884-6,Me and my telescope,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407919318846,Gelong Thubten,2030-12-12,2030-12-12,2017-08-28,,{'unknown'}
https://doi.org/10.1016/S0262-4079(19)32444-3,The last dodo,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407919324443,Graham Lawton,2019-07-04,2019-11-08,2019-11-25,128 days 00:00:00.000000000,"{'Bangladesh', 'United Kingdom', 'Spain', 'South Africa', 'Switzerland', 'Slovenia', 'Austria'}"
https://doi.org/10.1016/S0262-4079(19)31682-3,The last-mile revolution,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407919316823,Chris Stokel-Walker,2019-09-24,2019-10-12,2019-10-28,19 days 00:00:00.000000000,{'United States'}
https://doi.org/10.1016/S0262-4079(19)32439-X,A toast to tonic,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S026240791932439X,Stephanie Pain,2030-12-12,2030-12-12,2030-12-12,,set()
https://doi.org/10.1016/S0262-4079(19)32169-4,Stranger things,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407919321694,Donna Lu,2030-12-12,2030-12-12,2020-02-20,,{'unknown'}
https://doi.org/10.1016/S0262-4079(19)32117-7,Look into my eyes,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407919321177,Helen Thomson,2020-03-27,2020-06-26,2020-07-06,92 days 00:00:00.000000000,{'Canada'}
https://doi.org/10.1016/S0262-4079(20)31170-2,Letters,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920311702,,2020-03-05,2020-06-25,2020-07-23,113 days 00:00:00.000000000,{'China'}
https://doi.org/10.1016/S0262-4079(20)31287-2,A woman's world,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920312872,Sally Adee,2018-05-02,2019-03-11,2019-04-10,314 days 00:00:00.000000000,{'unknown'}
https://doi.org/10.1016/S0262-4079(19)31824-X,Why do we care?,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S026240791931824X,Patricia Churchland,2030-12-12,2030-12-12,2020-07-23,,{'United Kingdom'}
https://doi.org/10.1016/S0262-4079(19)32441-8,Flying on empty,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407919324418,Philip Ball,2020-03-04,2020-05-15,2020-05-15,73 days 00:00:00.000000000,{'Italy'}
https://doi.org/10.1016/S0262-4079(19)32367-X,How to think about… QUANTUM UNCERTAINTY,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S026240791932367X,Daniel Cossins,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(19)31974-8,The agony of waiting,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407919319748,Helen Thomson,2030-12-12,2030-12-12,2030-12-12,,{'India'}
https://doi.org/10.1016/S0262-4079(20)30078-6,“Trees can have a massive impact – if we get it right”,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920300786,Fred Pearce,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(19)32372-3,How to think about… THE BIG BANG,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407919323723,Daniel Cossins,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(19)32320-6,How to do good,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407919323206,Joshua Howgego,,,2030-12-12,,
